id,pair_id,pair_suffix,label,original_split,assigned_split,text
4.156.N,4.156,N,0,test,test,Qual é a língua mais falada nas prisões portuguesas? É o português.
4.11.N,4.11,N,0,test,train,Qual é o animal mais romântico? É a amêijoa . Porque dorme em conjunto.
5.522.N,5.522,N,0,test,train,Qual país que sofre com as enchentes? Equador.
5.811.N,5.811,N,0,test,train,Qual estilo musical só da pra ouvir bem forte? Rock'n'Low
4.626.N,4.626,N,0,test,train,"Como é que se diz "" bicicleta "" em japonês? Jitensha."
5.1109.H,5.1109,H,1,test,train,Qual filósofo gostaria de ser um Cavaleiro do Zodíaco? Áriestóteles
5.2018.H,5.2018,H,1,test,train,Que jogador entra pra história todos os dias? Kaká Lendário 
5.3194.H,5.3194,H,1,test,train,Por que atores prendem a respiracao antes de subir ao palco? Pra não inalar ar cênico.
5.1223.N,5.1223,N,0,test,train,Qual parte do corpo nunca está acordada? Pé.
4.133.N,4.133,N,0,test,validation,Que nome se dá a um boi que arranjou trabalho? Empregado.
5.1079.N,5.1079,N,0,test,train,Qual a maior cidade do mundo? Rio de Janeiro.
4.129.N,4.129,N,0,test,train,Que nome se dá a uma freira no convento? Católica apostólica.
5.1398.H,5.1398,H,1,test,train,Qual é o carro em que todo mundo gosta de comemorar o aniversário? O Fiesta.
5.4027.N,5.4027,N,0,test,validation,Qual o nome do parente que mais gosta de você? A Tia Maria.
5.504.N,5.504,N,0,test,train,Vi na internet um par de óculos e quando fui na loja comprar ele estava mais caro . Sabe o que foi? Foi uma promoção esgotada.
5.2581.H,5.2581,H,1,test,train,Tinham 6 aleijados brincando e um caiu. Por quê?  Porque estavam brincando de muleta russa.
5.3877.N,5.3877,N,0,test,test,Qual o cantor favorito da xícara? Roberto Carlos.
5.561.H,5.561,H,1,test,train,Qual personagem do Star Wars de Umbanda? Exubacca.
5.505.N,5.505,N,0,test,train,Qual o nome do cara que a humildade passou longe? Felipe.
5.1690.N,5.1690,N,0,test,train,Qual o jogo favorito de um ator famoso de Hollywood? O Fortnite? LOL!
4.593.H,4.593,H,1,test,validation,"Como se diz ""viúva"" em russo? Maryid Jaznakova."
5.670.N,5.670,N,0,test,test,Qual é a música em que o sobrinho do Michael Jackson nos convida a assistir a um moonwalk feito pelos Jackson Five? Tears In Heaven!
4.371.N,4.371,N,0,test,test,A tua mãe é como a luz da TV . Está todo o dia apagada.
5.2226.H,5.2226,H,1,test,train,Por que se ouvia uma nota quando neandertal batia em suas presas ? Porque usava uma Clava de Sol
5.392.N,5.392,N,0,test,test,Qual jogador jogava basquete? Shaquille O'Neal
5.3523.H,5.3523,H,1,test,train,Em qual brincadeira eu só aceito gente inteligente? Tiro lesa.
5.1541.H,5.1541,H,1,test,train,O que é um ponto marrom no pulmão? Um brownquite.
5.1277.N,5.1277,N,0,test,train,Qual foi o resultado do exame do negão que corria muito? Positivo.
5.3547.N,5.3547,N,0,test,validation,Qual a profissão de gente chata? Carpinteiro.
4.734.N,4.734,N,0,test,validation,"Numa aula de filosofia do 1 ° período: "" Penso, logo existo . """
5.3305.H,5.3305,H,1,test,train,Qual jornalista sempre levava bebidas pros colegas? Carlos Trazmontilla.
5.2600.H,5.2600,H,1,test,train,Qual é o arroz que vem mais juntinho? Arroz Agrega.
5.1078.N,5.1078,N,0,test,test,Qual o bolo mais barulhento que existe? Bolo de aniversário.
5.1403.N,5.1403,N,0,test,train,Por que o próximo técnico da seleção jogara contra a parede? Porque ele é Pós-Tite.
3.11.H,3.11,H,1,test,train,Uma pessoa passou dois dias inteiros dentro da piscina e depois foi ao médico. Sabe qual foi o diagnóstico? Nada demais.
4.641.N,4.641,N,0,test,train,Por que é que o Bolsonaro perdeu as eleições? Porque estava na hora de ir embora.
5.3566.H,5.3566,H,1,test,validation,Qual jornalista vivia reenviando mensagens? Marcelo re-send.
4.70.H,4.70,H,1,test,train,Como se chama o protagonista do Dragon Ball com hemorroidas? Sangroku.
5.2778.H,5.2778,H,1,test,test,Qual jogo do Windows só funciona se você fizer tudo o que ele quer? O Campo Mimado
5.2830.H,5.2830,H,1,test,train,Qual filme deixaram bens como garantia? Penhor dos Anéis
5.1358.H,5.1358,H,1,test,validation,Qual é o trabalho que você se vê fazendo? Limpar espelhos.
5.2983.H,5.2983,H,1,test,train,Qual a série mais peluda? Game of Tony.
5.2092.H,5.2092,H,1,test,train,Qual pokemon tem rabo grafitado? Pixaku
5.905.H,5.905,H,1,test,validation,Qual é o mar preferido dos super-heróis? O Marvel.
5.58.H,5.58,H,1,test,train,O que o judeu passa no corpo quanto está com dor? Shalompas.
5.981.N,5.981,N,0,test,train,Qual é o brinquedo que o pai proibiu o filho de usar? Carrinho de fricção.
5.1493.N,5.1493,N,0,test,train,Quem faz o melhor milkshake do asilo? Chocolate.
5.2254.N,5.2254,N,0,test,train,Qual é a banda famosa dos gauchos? Tri Bah listas
5.3004.N,5.3004,N,0,test,test,Qual refeição que volta mais rápido do que vai? Almoço.
5.938.N,5.938,N,0,test,train,"Qual é o carro que quando toca música, é perfeito para os matemáticos? Logan."
4.710.H,4.710,H,1,test,train,Comprei um pónei e chamei-lhe Mário. Pode-se dizer que tenho um cavalo Marinho.
4.293.H,4.293,H,1,test,train,O que é que os esqueletos usam na cabeça? Um bone.
5.1527.N,5.1527,N,0,test,train,Qual a bebida mais velha do bar? Whisky.
5.1248.N,5.1248,N,0,test,train,Quais são as duas letras do alfabeto que dá prazer de ouvir? A e B.
5.599.N,5.599,N,0,test,train,Qual candidato é dentista? Ciro Gomes.
5.275.N,5.275,N,0,test,train,Por que está chovendo na faculdade? Porque as nuvens estão escuras.
4.274.H,4.274,H,1,test,train,Adoro o mel da minha avó. Gosto mesmo d'abelha.
4.262.N,4.262,N,0,test,train,Que nome se dá a um pássaro aleijado? Infeliz.
5.3618.N,5.3618,N,0,test,train,Qual os piores inimigos dos MINIons??? Os heróis
4.652.H,4.652,H,1,test,train,Um lobo matou uma ovelha e agora foi preso. Está na cadeia alimentar.
5.1495.H,5.1495,H,1,test,train,Qual o herói favorito de Deus? Clark Crente.
5.2384.N,5.2384,N,0,test,train,O que os pais do físico disseram para o filho depois de ele ter criado um princípio de refração? Cumpriu com a obrigação
5.600.H,5.600,H,1,test,train,"Por que, após se separar da mulher, o cara engordou? Porque ele a largou."
5.1282.N,5.1282,N,0,test,train,Qual castanha sempre interpreta personagens maus? Do pará.
5.3944.N,5.3944,N,0,test,train,Por que o cara resolveu dormir no bueiro? Porque ele tava bêbado.
5.1205.H,5.1205,H,1,test,train,Por que o pessoal do Nordeste se orgulha do GPS?  Porque ele fala: Você chegou Nor Destino.
5.4003.N,5.4003,N,0,test,train,Qual cantor é movido a álcool? Pablo.
4.335.N,4.335,N,0,test,test,O que fazem os triângulos quando estão cansados? Dormem.
5.1585.H,5.1585,H,1,test,train,Qual é o melhor chá para calvície? Chapéu.
5.394.N,5.394,N,0,test,test,Qual apresentador está na pior? José Luís Datena.
5.72.N,5.72,N,0,test,validation,Qual é a roupa mais inapropriada para usar num avião? Biquíni.
5.133.N,5.133,N,0,test,test,Qual cantor adora cozinhar? Hélice Cooper.
5.52.H,5.52,H,1,test,test,Por que a minha mulher sempre ri nos comerciais de remédio? Porque o Ministério da Saúde a diverte.
4.455.H,4.455,H,1,test,train,"""Arroz"" é masculino ou feminino? Depende se o arroz é de tomate ou arroz de grelos."
5.3075.N,5.3075,N,0,test,train,"Qual o cineasta que odeia comer entre as refeições? Roman "" Polanski """
4.363.H,4.363,H,1,test,train,O que é que a tinta faz nos dias de chuva? Fica no choco.
5.1061.H,5.1061,H,1,test,train,Qual doença temos que coletar esperma? Cataporra.
5.478.H,5.478,H,1,test,train,O que o Judoca mais fez na vida? Ajudô.
5.2582.H,5.2582,H,1,test,test,Qual o nome do programa de quem tem pau mole? Bro Show.
5.2646.N,5.2646,N,0,test,train,Qual apresentador é esnobe? Luciano Huck.
4.146.N,4.146,N,0,test,train,Porque é que os fotões não fazem peso? Porque não têm massa.
5.1084.N,5.1084,N,0,test,train,Qual carro não sai da cabeça das pessoas? Corsa
5.482.N,5.482,N,0,test,validation,Qual doença se contrai quando come muito ovo? Colesterol.
5.3473.N,5.3473,N,0,test,train,O que faxineiro fazia na casa do Mussolini? Passava pano na casa.
5.412.H,5.412,H,1,test,train,Qual o filme que conta a história de um cavalo de brinquedo? O Pocotoy story
4.532.N,4.532,N,0,test,train,Dizem que não percebo nada de comida mexicana...Não acho que seja assim tão inculto.
5.356.H,5.356,H,1,test,test,Como a cebola e o alho trocam mensagens de texto? Por WhatsAipo.
5.3466.H,5.3466,H,1,test,train,Cantora que nunca tem data disponível pra show? ZizimPossible.
5.1653.N,5.1653,N,0,test,train,Qual é o cachorro manobrista? O Billy.
5.896.N,5.896,N,0,test,train,Para onde se leva um cachorro desobediente? Para o adestramento.
5.3721.N,5.3721,N,0,test,validation,qual jornalista sempre levava bebidas pros colegas? Carlos Lacerda
4.705.H,4.705,H,1,test,train,Por que é que os peixes vão à praia? Para ficarem douradinhos.
5.399.N,5.399,N,0,test,train,"Que queijo Sherlock Holmes ofereceu a seu parceiro? Coalho, meu caro Watson"
5.1909.H,5.1909,H,1,test,train,Qual é a cerveja de quem gosta de zueira? Stella Trollar
4.470.H,4.470,H,1,test,train,Porque é que o mar é azul? Porque os peixes fazem blue... blue... blue...
5.227.H,5.227,H,1,test,train,Qual é o mestre especializado em golpes com giro? Mestre Spinner.
4.187.H,4.187,H,1,test,train,Que nome se dá a um turista egípcio no Algarve? Tutancamone?
5.228.H,5.228,H,1,test,train,Qual é o melhor lugar para pedir informações sobre prostitutas? Na Zona Franca.
5.3911.H,5.3911,H,1,test,train,Qual a cidade paulista as pessoas rezam e fazem artesanato? Em Budas Artes.
5.1415.H,5.1415,H,1,test,train,Qual é o carro do mosquito da dengue? Aedes Ae Jipe.
5.1971.H,5.1971,H,1,test,train,Porque a fada madrinha estava com um isqueiro na mão indo em direção a uma vela no candelabro? Pra acenderela 
4.37.N,4.37,N,0,test,train,"Era uma vez um fruto tão maduro, tão maduro, tão maduro...que ficou podre."
4.514.N,4.514,N,0,test,train,O meu sonho é ser rico um dia . É que ser pobre todos os dias é lixado.
5.3825.H,5.3825,H,1,test,train,Qual o mês do Popó? Junho de Aço.
5.1062.N,5.1062,N,0,test,train,Qual a resposta da nota musical contente? Si Feliz.
1.1.H,1.1,H,1,test,train,"Deve ser difícil ser professor de natação. Você ensina, ensina, e o aluno nada."
5.3907.H,5.3907,H,1,test,test,Por que quem não tem relógio não se preocupa em sair com roupa amassada? Porque a hora passa.
5.2209.H,5.2209,H,1,test,test,"Um britânico mandou um aviso para um português, a resposta parecia o nome de um filme. Qual? ""Oh, pá! Ciente, inglês."""
1.4.H,1.4,H,1,test,test,O que uma impressora falou para a outra? Essa folha é sua ou é impressão minha?
5.1643.N,5.1643,N,0,test,test,Qual é a série que se passa no norte do país? 3%.
5.3097.N,5.3097,N,0,test,test,Qual comida favorita dos cães de rua? Carne
5.479.H,5.479,H,1,test,train,Por que os mamíferos são os únicos animais que conseguem tossir?  Porque só o leite que tem lacTOSSE.
5.452.N,5.452,N,0,test,train,Qual instrumento o boi toca? Toca Violão
5.910.N,5.910,N,0,test,train,Qual é a reta que canta muito? A Ella Fitzgerald.
5.2517.N,5.2517,N,0,test,test,Qual herói da literatura atirava em patos? Sancho Panza.
5.1275.H,5.1275,H,1,test,train,Qual o número mais gostoso que existe? Doze de leite.
5.1387.N,5.1387,N,0,test,validation,Qual cantora escreveu Sitio do Picapau Amarelo? A Katy Perry.
5.1366.N,5.1366,N,0,test,train,O que o Thor faz quando quer falar com alguém? Manda um zap.
5.3138.H,5.3138,H,1,test,train,Qual a marca mais materialista que existe? A mercê dos bens.
5.3164.N,5.3164,N,0,test,train,Qual pintor estava sempre bêbado? Salvador Dalí.
4.604.N,4.604,N,0,test,test,Qual é a semelhança entre os colares e os anéis de ouro? Há alguns quilate.
4.714.H,4.714,H,1,test,train,Porque é que Jesus nunca ganhou a Euromilhões? Porque só teve direito a uma cruz.
5.122.H,5.122,H,1,test,train,Como chama a cerveja que você só toma de 2 em 2 anos? Beer nal.
5.1153.H,5.1153,H,1,test,train,Que sobremesa é feita com queijo de soja? Cheesefake!
5.2488.N,5.2488,N,0,test,test,Qual é o bloco do índio que não bebe nem fuma? Bloquinho infantil.
5.1731.N,5.1731,N,0,test,validation,Qual é o pote que toca música? O Spotted Fest.
4.342.N,4.342,N,0,test,validation,Qual é o contrário de nu? Vestido.
5.967.N,5.967,N,0,test,test,Qual é a comida baiana preferida dos músicos? Vatapá.
4.300.H,4.300,H,1,test,train,O que está entre os olhos? Uma entrevista.
5.3262.N,5.3262,N,0,test,train,Por que todo corno alcança seus objetivos? Por causa da lei da gravidade.
5.2113.N,5.2113,N,0,test,train,O que você chama de hamster com 3 pernas? Hamster
4.358.N,4.358,N,0,test,train,Porque é que o carro se despistou? Porque ia embalado.
5.204.H,5.204,H,1,test,train,Qual molho não combina com Lula? Sérgio Molho.
5.3947.N,5.3947,N,0,test,validation,Qual título da nobreza ficou vermelho quando foi promovido? Duque.
5.1783.N,5.1783,N,0,test,train,"O que o narrador Silvio Luiz falou sobre o programa Masterchef? "" Olho no lance! """
4.553.N,4.553,N,0,test,train,Como é que se encontra o interior de um vulcão? Com lava.
5.1341.N,5.1341,N,0,test,train,Por que a fita isolante é melhor do que a fita crepe? Porque é mais resistente.
5.1822.H,5.1822,H,1,test,train,Onde na casa colocaram o forno? No assapão
5.2639.N,5.2639,N,0,test,train,Qual joalheria não usa gasolina? Nenhuma usa gasolina.
5.3001.N,5.3001,N,0,test,train,Qual microorganismo sofre bullying? A bactéria.
4.653.N,4.653,N,0,test,validation,O Artur detesta chuva e o Paulo vento.
5.1340.H,5.1340,H,1,test,train,Por que o Roberto Carlos é considerado Rei? Porque no show dele só vai coroa.
5.108.H,5.108,H,1,test,train,Qual é o lago que não sabe o alfabeto? Paranoá.
4.336.N,4.336,N,0,test,train,"Hoje davam chuva só para o continente, mas há bocado passei pelo Funchal e também estava a chover."
5.3231.N,5.3231,N,0,test,test,Por que o rapaz não mostrou os slides em sua apresentação na empresa? Porque ele esqueceu de levar.
5.2302.N,5.2302,N,0,test,validation,Por que uma parede ficou decepcionada com a outra? Porque ela era quebrada.
5.1264.N,5.1264,N,0,test,validation,Em qual seleção joga o atleta mais baladeiro? Brasil.
5.768.N,5.768,N,0,test,train,Qual é a cantora que dá ordens gritando com todo mundo? Adele.
5.2693.H,5.2693,H,1,test,train,"Por que o artigo, o substantivo e o adjetivo nunca discutiam? Porque estavam sempre em concordância."
5.2292.H,5.2292,H,1,test,train,Que profissional só veste grife? Armanicure
4.9.N,4.9,N,0,test,train,"Que nome se dá a um "" A "" num trampolim? ""A""."
4.194.H,4.194,H,1,test,test,Como é que se faz uma ultrapassagem na Palestina? Pela Faixa de Gaza.
5.1626.H,5.1626,H,1,test,test,Qual é a marca de eletrodomesticos de que os políticos mais gostam? LG.
4.405.N,4.405,N,0,test,train,Porque é que o bode está à porta da quinta? Está à espera que abra.
4.295.N,4.295,N,0,test,train,Os amigos foram festejar o início do verão . A festa foi na casa dos 30 degraus.
5.2230.H,5.2230,H,1,test,train,Qual raça de cachorro assumia quando bebia muito? Sharpei o coco 
4.426.H,4.426,H,1,test,train,"O Humberto era tão gordo, tão gordo, que um dia teve de mudar o nome para Doisberto."
5.1653.H,5.1653,H,1,test,test,Qual é o cachorro manobrista? O RotValet.
4.156.H,4.156,H,1,test,train,Qual é a língua mais falada nas prisões portuguesas? É o português corrente.
5.780.H,5.780,H,1,test,train,Qual a mulher que mais gostava de andar de avião? Simone de É Bom Voar.
5.2858.N,5.2858,N,0,test,train,Pq o rapaz demorou muito para receber alta do hospital mas não reclamava? Porque era resignado
4.671.H,4.671,H,1,test,test,O jacaré nunca diz o que pensa. Mas o croco di-lo.
4.693.H,4.693,H,1,test,train,Acabei de entrar numa loja de artigos para a casa que me deixou de boca aberta. Chamava-se Maxi Lar.
5.2671.H,5.2671,H,1,test,train,Qual o romano mais malhado que existe? Pôncio Pilates.
5.2095.H,5.2095,H,1,test,train,O que o rapaz falou quando viu batatinhas em um saquinho? É uma chips? 
5.2269.H,5.2269,H,1,test,train,Qual país em que todo mundo ta sempre na academia ? Só malia
5.1340.N,5.1340,N,0,test,train,Por que o Roberto Carlos é considerado Rei? Porque no show dele só vai fãs.
5.4017.H,5.4017,H,1,test,test,Por que a vassoura ficava se exibindo no meio da estrada? Porque o rodo via.
5.3209.H,5.3209,H,1,test,train,Qual rainha que bebe cerveja? Squeencariol.
4.210.N,4.210,N,0,test,train,Qual é o cantor preferido dos gelados? As Doce.
5.2707.N,5.2707,N,0,test,test,Por que o tubo de pomada foi espremido? Porque era um creme.
5.2644.N,5.2644,N,0,test,train,Qual cantor adora poker? Zeca Pagodinho ..
5.3525.N,5.3525,N,0,test,train,Qual o nome da mulher que é uma cobra e um perigo? Anaconda.
5.3368.H,5.3368,H,1,test,train,"O que o tenista disse pro comediante? Foi ace, Ventura."
5.1454.N,5.1454,N,0,test,train,Qual o gênero de filmes que os personagens ficam se roçando? Ficção Científica.
5.1193.N,5.1193,N,0,test,test,Qual a sandália usada no exército? Sandália crocs.
4.145.N,4.145,N,0,test,test,"O que significa "" confraternizar ""? Ir a algum lado com vários índios."
4.21.H,4.21,H,1,test,train,Um turista asiático entra numa padaria. - Jápão?
5.1102.H,5.1102,H,1,test,test,O que é um cereal de milho com chifre? Unicorn flakes.
5.1991.N,5.1991,N,0,test,train,Quando sinto frescor em minhas postagens? Quando a galera vem falar
5.2487.H,5.2487,H,1,test,train,Qual é o contrário de Otorrinolaringologista? Otochorandolaringologista.
4.676.N,4.676,N,0,test,validation,Sabias que 4 em cada 5 pessoas sofre de diarreia? Isso significa que 20% das pessoas não tem diarreia.
5.603.N,5.603,N,0,test,train,Qual é atriz que está sempre com uma coceirinha no pé? Mariana Ximenes.
4.445.H,4.445,H,1,test,train,De que material são compostas as pedras nos rins? De xixisto.
4.468.N,4.468,N,0,test,train,Quando peço molhos o ketchup vem logo com a mostarda.
5.187.H,5.187,H,1,test,test,Por que o Mario perdeu o processo para o Sonic? Porque a justiça é Sega.
5.2983.N,5.2983,N,0,test,test,Qual a série mais peluda? Game of Thrones.
5.336.H,5.336,H,1,test,train,Qual o meio de transporte mais usado na Bahia? Uber imbau
5.1211.N,5.1211,N,0,test,validation,Por que os empresários são bons administradores? Porque se comunicam com grandes gestões.
5.691.N,5.691,N,0,test,train,Qual é o nome da hiena que se aposentou? Joana.
5.2408.N,5.2408,N,0,test,train,O que são dois pontinhos cinzas no mar? Sujeira.
5.2403.N,5.2403,N,0,test,train,Qual o torresmo que nunca está de bem com a vida? O Torresmo frito
5.821.H,5.821,H,1,test,train,Qual o país que precisa ser envernizado? EnVernizuela.
5.956.H,5.956,H,1,test,train,Como o ciclista reage a uma notícia ruim? Ele leva um bike.
5.2248.N,5.2248,N,0,test,train,Por que Sherlock Holmes foi até à corrida de Formula 1? Pra ir atrás de uma testemunha
4.39.H,4.39,H,1,test,validation,Como é que o Darth Vader cura as feridas? Com tintura de Yoda.
5.3770.N,5.3770,N,0,test,test,Qual é o site de informações criado pelo Chewbacca? Star Wars
5.1416.H,5.1416,H,1,test,train,Qual é o shopping das bucetas? Paracetamol.
5.3957.H,5.3957,H,1,test,train,Qual rapper que te convidava pro sexo oral? Chupac.
5.1735.N,5.1735,N,0,test,train,Qual é o nome da família que é o resultado de uma noite de amor entre pessoas mórbidas? Familia Addams.
5.4030.H,5.4030,H,1,test,train,Qual o pássaro mais atrapalhado que existe? João de Esbarro.
5.3178.H,5.3178,H,1,test,train,Por que a mulherada adora o Homem Aranha? Porque ele é aMarvel.
5.2233.N,5.2233,N,0,test,train,Qual taxa é cobrada quando você abastece o carro? Taxa de Gasolina
5.1616.H,5.1616,H,1,test,train,Qual é a pacifista que é um gênio da matemática? Madre Teresa de Calcular.
4.315.N,4.315,N,0,test,train,Porque é que o patrão se divorciou? Porque comeu a secretária.
5.1896.H,5.1896,H,1,test,test,O que o galo espera da galinha quando eles transam? Que ela gema 
5.2376.N,5.2376,N,0,test,train,Qual profissional auxilia novatos que chegam em Asgard? O auxiliar.
4.64.N,4.64,N,0,test,train,Porque é que as galinhas não conduzem? Porque não têm habilitação.
5.3178.N,5.3178,N,0,test,train,Por que a mulherada adora o Homem Aranha? Porque ele é amável.
5.1490.N,5.1490,N,0,test,train,O que o whisky falou pro cadeado que estava cansado? Keep fighting.
5.1107.H,5.1107,H,1,test,train,Qual filósofo precisa de um exorcismo? O Demócrito.
4.8.H,4.8,H,1,test,test,"O Adão decidiu fazer uma tatuagem. ""Adão 4Eva"""
5.2296.N,5.2296,N,0,test,train,Qual acorde te faz cagar tranquilamente? Sol maior
5.1149.N,5.1149,N,0,test,validation,Qual personagem de dragon ball nasceu na Alemanha e não come carne? Kurilin.
4.518.N,4.518,N,0,test,train,"O que é a paleografia? É a ciência que estuda as propriedades da letra "" antiga ""."
5.3245.N,5.3245,N,0,test,train,Qual programa é apresentado numa árvore? Econtro com Fátima Bernardes.
4.126.N,4.126,N,0,test,train,Quais são os peixes que não andam de elevador? As trutas.
5.3277.H,5.3277,H,1,test,train,Qual cantor registrava a entrada de ets? Ovinicius de Moraes.
5.3196.H,5.3196,H,1,test,train,Qual o eletrodoméstico perfeito para misturar currículos? O Linkedinficador.
5.419.H,5.419,H,1,test,test,Qual o país com a maior produção de cana-de-açúcar? O Cana-dá.
5.1374.H,5.1374,H,1,test,test,Por que o vírus da gripe não tem amigos? Porque ele é uma má influenza.
5.3591.H,5.3591,H,1,test,train,"O que o Fred Flintstone disse quando percebeu que instalou um programa indesejado? Ih, aba da Baidu."
5.3438.N,5.3438,N,0,test,train,O que significa muita lingerie junta? Um monte de roupa.
4.363.N,4.363,N,0,test,train,O que é que a Ana faz nos dias de chuva? Fica em casa.
5.504.H,5.504,H,1,test,train,Vi na internet um par de óculos e quando fui na loja comprar ele estava mais caro. Sabe o que foi? Foi uma ilusão de ótica.
5.1742.N,5.1742,N,0,test,train,Qual é o salgado muito bom que não deixa ninguem transar? Coxinha.
5.523.N,5.523,N,0,test,train,Qual grupo terrorista idolatra a sharia? ISIS.
5.2155.N,5.2155,N,0,test,train,"Qual o filme odiado do Kiko? Harry Potter e o Cálice Cálice Cálice, você me deixa looouco!"
4.509.N,4.509,N,0,test,train,Como é que o Batman e o Hulk nadam? De costas.
5.2665.N,5.2665,N,0,test,train,Quem é responsável pela locomoção dos cidadãos? Transporte público.
5.649.H,5.649,H,1,test,test,Qual é a música da Disney que preenche seu espaço vazio? Lacuna Matata.
4.605.H,4.605,H,1,test,train,Será que os médicos que não acreditam em Deus fazem diagnósticos? Ou fazem diateus?
4.110.N,4.110,N,0,test,train,Como se chama o homem que monta presépios? Armando Silva.
4.170.H,4.170,H,1,test,train,Qual é o jogo preferido das vesículas? O biliar.
5.203.H,5.203,H,1,test,train,Por que muitos jogadores do Corínthians não foram à festa de comemoração do título brasileiro? Porque a festa foi muito longe. Lá na casa do Carille!
5.1315.N,5.1315,N,0,test,train,Por que o jogador quando faz uma falta sempre levanta os braços para cima? Por força do hábito.
4.718.H,4.718,H,1,test,train,"Vai ser lançada uma biografia sobre o Carlos Castro. Vai chamar-se ""A Minha Vida Tim Tim por Tim Tim""."
5.2091.N,5.2091,N,0,test,train,Qual é o videogame que já vem com banheiro dentro? O PlayStation
4.577.H,4.577,H,1,test,train,Algumas pessoas têm dificuldade em dormir. Eu cá consigo fazê-lo de olhos fechados.
4.593.N,4.593,N,0,test,train,"Como se diz "" viúva "" em inglês? Widow."
5.2120.N,5.2120,N,0,test,train,Onde no Brasil os policiais dispensam seus lixos? No Rio de Janeiro
5.3443.H,5.3443,H,1,test,train,Qual atriz é um cereal? Jennifer é Neston.
5.2763.N,5.2763,N,0,test,test,Qual a banda que so gosta de baixinhas? Charlie Brown Jr. .
5.281.N,5.281,N,0,test,test,Qual é o cantor que melhor improvisa com as ferramentas que tem à disposição? Zé Ramalho.
5.695.N,5.695,N,0,test,test,Qual é o tipo de roupa que os magros não podem usar? As feitas de linho.
5.2060.N,5.2060,N,0,test,test,Qual o personagem de star wars que vive espirrando? Anakin skywalker
5.204.N,5.204,N,0,test,train,Qual molho não combina com Lula? Molho madeira.
5.1162.H,5.1162,H,1,test,train,Qual o bairro de São Paulo que só tem Japoneses? Japaquara
5.2508.N,5.2508,N,0,test,validation,Qual é o planeta que ama a todos? A terra.
4.670.H,4.670,H,1,test,train,O que faz um grupo de plantas ao sol? Videossíntese.
5.2703.N,5.2703,N,0,test,test,Qual jogo antigo fica tentando as pessoas contra sua religião? Pacman.
4.86.N,4.86,N,0,test,train,O que é que os idosos fazem no dia antes das eleições? Refletem em quem vão votar.
4.671.N,4.671,N,0,test,train,O jacaré nunca diz o que pensa . Mas o crocodilo diz.
4.330.H,4.330,H,1,test,train,Porque é que os bêbados gostam de passar a Ponte 25 de Abril? Porque lá há muito engarrafamento.
5.3165.N,5.3165,N,0,test,train,Qual pintor ganhou mais dinheiro com sua arte? Picasso.
5.3697.H,5.3697,H,1,test,test,Qual a série policial favorita do Guga? C S aibro.
5.631.H,5.631,H,1,test,train,Qual ala da escola de samba é responsável pela despedida do desfile? A ala das BYEanas
4.305.H,4.305,H,1,test,train,O que é um fuinho? É um buaquinho na pauede.
4.265.H,4.265,H,1,test,train,Onde é que o mosquito faz as suas orações? Na mosquita.
4.345.N,4.345,N,0,test,train,O que diz um porco quando atende o telemóvel? Tou?
4.672.N,4.672,N,0,test,test,Qual é o melhor óleo para lubrificar o sexo? Óleo corporal.
5.3591.N,5.3591,N,0,test,test,"O que o Fred Flintstone disse quando percebeu que instalou um programa indesejado? Ah, não."
4.152.H,4.152,H,1,test,train,Já estreou o novo espetáculo com legos ao vivo. É uma peça de teatro.
5.1922.H,5.1922,H,1,test,train,Por que todo diplomata vencedor quase não vai ao médico? Porque win baixa a dor 
5.3483.H,5.3483,H,1,test,validation,"Qual a atriz que vc dá satisfação sempre que bebe alguma coisa? Marisa, Tomei."
4.371.H,4.371,H,1,test,train,A tua mãe é como a luz da TV. Está todo o dia acesa.
5.3237.N,5.3237,N,0,test,test,Qual queijo favorito da Iveje Sangalo? Pecorino.
5.4034.N,5.4034,N,0,test,train,Por que o bispo ligou pro Ed às 5h da manhã? Pro Ed acordar.
5.2323.N,5.2323,N,0,test,train,Qual tipo de piada geralmente é feito entre dois homens pelados? Trocadilho.
5.2544.N,5.2544,N,0,test,train,Qual farinha usada pelos índios? Farinha de Trigo.
4.345.H,4.345,H,1,test,train,O que diz um porco quando atende o telemóvel? Tou-cinho?
4.366.H,4.366,H,1,test,train,"Porque é que o Mozart se livrou das suas galinhas? Porque elas só diziam ""Bach! Bach! Bach!"""
5.1636.N,5.1636,N,0,test,train,Por que o dono do canil escreveu uma carta para seus cachorros? Porque ele sabe que o treinou.
4.96.N,4.96,N,0,test,test,Que nome se dá a um cacto engraçado? Cacti.
4.175.N,4.175,N,0,test,test,Que nome se dá a um português viciado em drogas? Toxicodependente.
5.1264.H,5.1264,H,1,test,train,Em qual seleção joga o atleta mais baladeiro? Agito.
5.432.H,5.432,H,1,test,train,Por que o passarinho perdeu os movimentos? Porque ele teve um ave-C.
5.2446.H,5.2446,H,1,test,train,Qual é a cantora favorita do Tony Hawk? Skate Perry.
5.2395.H,5.2395,H,1,test,train,Qual é o remédio que se compra quando vai à padaria? BuscoPão.
2.8.H,2.8,H,1,test,train,Sabe por que o argumento do Dumbo foi completamente ignorado? Porque era irrelefante.
5.3577.N,5.3577,N,0,test,train,Qual doença comum entre os viciados em vídeos? Youtuberculose.
5.2075.H,5.2075,H,1,test,validation,Qual é o bilionário mais discreto da ficção? Sutil Patinhas 
